ProjectName,Street,City,State,Zipcode,full_address,CertLevel,CertDate,LEEDSystemVersionDisplayName,GrossFloorArea,ProjectTypes,OwnerOrganization
440 West 57th St,440 West 57th St,New York,NY,10019,"440 West 57th St, New York, NY 10019",,,LEED v4 BD+C: NC,441347.0,Other,YS 440W57 Owner LLC
Morgan Stanley - NY - 55 E52,55 E 52nd St,New York,NY,10055,"55 E 52nd St, New York, NY 10055",,,LEED v4 ID+C: CI,230648.0,Office: Administrative/Professional,Morgan Stanley & Co. Incorporated
101 Park Avenue,101 Park Ave,New York,NY,10017,"101 Park Ave, New York, NY 10017",Gold,2023-08-24 00:00:00,LEED v4.1 O+M: EB,1208217.0,Office: Mixed-Use,"HJ KALIKOW & CO., LLC"
REBNY,570 Lexington Ave,New York,NY,10022,"570 Lexington Ave, New York, NY 10022",Platinum,2024-04-08 00:00:00,LEED v4 ID+C: CI,18711.0,Office: Mixed-Use,REBNY
11 West 42nd Street,11 W 42nd St,New York,NY,10036,"11 W 42nd St, New York, NY 10036",Silver,2023-06-15 00:00:00,LEED v4.1 O+M: EB,948747.0,Office: Mixed-Use,Tishman Speyer
Vineyard Theatre Renovation,108 E 15TH STREET,New York,NY,10003,"108 E 15TH STREET, New York, NY 10003",,,LEED v4 ID+C: CI,14501.0,Public Assembly: Entertainment,Vineyard Theatre
174 Mott,174 Mott St,New York,NY,10012,"174 Mott St, New York, NY 10012",,,LEED v4 BD+C: CS,33072.0,Office: Mixed-Use,Alleycorp
N-YHS Addition and Renovation,170 Central Park West,New York,NY,10024,"170 Central Park West, New York, NY 10024",,,LEED v4 BD+C: NC,72853.0,Public Assembly: Museum,New York Historical Society
Cartier Hudson Yards,Cartier Hudson Yards,New York,NY,10001,"Cartier Hudson Yards, New York, NY 10001",,,LEED v4.1 O+M: Interiors,395.0,Retail: Other Retail,Cartier
Olayan HQ,550 Madison,New York,NY,10022,"550 Madison, New York, NY 10022",,,LEED v4 ID+C: CI,38796.0,Office: Mixed-Use,Olayan America
Tata Innovation Center 1st and 4th floor,11 E Loop Rd,New York,NY,10044,"11 E Loop Rd, New York, NY 10044",Gold,2025-05-22 00:00:00,LEED v4 ID+C: CI,36100.0,Core Learning Space: College/University, 
VISA NY,277 Park Avenue,New York,NY,10172,"277 Park Avenue, New York, NY 10172",Gold,2024-04-03 00:00:00,LEED v4 ID+C: CI,15200.0,Office: Administrative/Professional,Visa Inc.
Sequoia Capital NYC,124 E 14th Street,New York,NY,10003,"124 E 14th Street, New York, NY 10003",Gold,2024-09-10 00:00:00,LEED v4 ID+C: CI,9300.0,Office: Administrative/Professional,Sequoia Capital Operations LLC
Hudson Commons,441 9th Ave,New York,NY,10001,"441 9th Ave, New York, NY 10001",Gold,2024-03-22 00:00:00,LEED v4.1 O+M: EB,697758.0,Office: Administrative/Professional,CommonWealth Partners
City of NY - 70 Mulberry Street,70 Mulberry Street,New York,NY,10013,"70 Mulberry Street, New York, NY 10013",,,LEED v4 BD+C: NC,73054.0,Public Assembly: Social/Meeting,NYC Department of Citywide Administrativ
375 Park Avenue - Temasek,375 Park Avenue,New York,NY,10016,"375 Park Avenue, New York, NY 10016",Silver,2024-12-16 00:00:00,LEED v4 ID+C: CI,22337.0,Office: Other Office,TKO
750 7th Ave - 10th Floor,750 7th Avenue,New York,NY,10019,"750 7th Avenue, New York, NY 10019",,,LEED v4 ID+C: CI,15464.0,Office: Mixed-Use,Morgan Stanley & Co. Incorporated
31 West 27th Street,31 W 27th Street,New York,NY,10001,"31 W 27th Street, New York, NY 10001",Gold,2024-02-06 00:00:00,LEED v4.1 O+M: EB,143208.0,Office: Other Office,Savanna Fund
48 West 25th Street,48 West 25th Street,New York,NY,10010,"48 West 25th Street, New York, NY 10010",Gold,2024-02-05 00:00:00,LEED v4.1 O+M: EB,127069.0,Office: Other Office,Savanna Fund
Burberry New York Offices,"11 W 42nd St, New York",New York,NY,10036,"11 W 42nd St, New York, New York, NY 10036",,,LEED v4 ID+C: CI,1950.0,Office: Mixed-Use,Burberry
Sherman Creek - North Cove,375 W 207th Street,New York,NY,10034,"375 W 207th Street, New York, NY 10034",,,LEED V4 BD+C: HOMR,598811.0,Multi-Family Mid-Rise,"Joy Construction, Inc."
Neuberger Berman HQ - 30th Floor,1290 Avenue of the Americas,New York,NY,10104,"1290 Avenue of the Americas, New York, NY 10104",Silver,2025-05-01 00:00:00,LEED v4 ID+C: CI,19070.0,Office: Mixed-Use,Neuberger Berman
Medgar Evers College Student Center,231 Crown Street,New York,NY,11225,"231 Crown Street, New York, NY 11225",,,LEED v4 ID+C: CI,60000.0,Core Learning Space: College/University,CUNY / Medgar Evers College
260 11th Avenue,260 11th Avenue,New York,NY,10001,"260 11th Avenue, New York, NY 10001",Gold,2024-09-10 00:00:00,LEED v4.1 O+M: EB,209342.0,Office: Mixed-Use,Vornado Realty Trust
825 7th Avenue,825 7th Avenue,New York,NY,10019,"825 7th Avenue, New York, NY 10019",,,LEED v4.1 O+M: EB,169000.0,Office: Mixed-Use,Vornado Realty Trust
606 Broadway,606 Broadway,New York,NY,10012,"606 Broadway, New York, NY 10012",Silver,2024-06-25 00:00:00,LEED v4.1 O+M: EB,36237.0,Office: Mixed-Use,Vornado Realty Trust
85 10th Avenue,85 10th Avenue,New York,NY,10011,"85 10th Avenue, New York, NY 10011",Certified,2024-11-21 00:00:00,LEED v4.1 O+M: EB,640234.0,Office: Mixed-Use,Vornado Realty Trust
BVLGARI New York Hudson Yards,Hudson Yards Shopping Mall,New York,NY,10001,"Hudson Yards Shopping Mall, New York, NY 10001",,,LEED v4 ID+C: Retail,201.0,Retail: Other Retail,Bvlgari
The Browning School,337 East 64TH Street,New York,NY,10065,"337 East 64TH Street, New York, NY 10065",,,LEED v4 BD+C: SC,46903.0,Core Learning Space: K-12 High School,The Browning School
IBM Project Bridges,1 Madison Avenue,New York,NY,10010,"1 Madison Avenue, New York, NY 10010",,,LEED v4 ID+C: CI,268000.0,Office: Administrative/Professional,International Business Machines Corporat
Dior NYC Flagship Store,598 Madison Avenue,New York,NY,10022,"598 Madison Avenue, New York, NY 10022",,,LEED v4 ID+C: Retail,52480.0,Retail: Other Retail,Christian Dior
80 Clarkson Street,80 Clarkson Street,New York,NY,10014,"80 Clarkson Street, New York, NY 10014",,,LEED v4 BD+C: NC,668288.0,Multi-Family Residential: Apartment,ACI VI Clarkson LLC
570 Washington Street,570 Washington Street,New York,NY,10014,"570 Washington Street, New York, NY 10014",,,LEED v4 BD+C: NC,182626.0,Multi-Family Residential: Apartment,ACI VI Clarkson LLC
VALENTINO Madison Avenue,"654 Madison Avenue, New York",New York,NY,10065,"654 Madison Avenue, New York, New York, NY 10065",Platinum,2024-03-29 00:00:00,LEED v4 ID+C: Retail,1881.0,Retail: Other Retail,Valentino S.p.A.
SAINT LAURENT New York Clics Offices,"250 W 57th St., Ste 420",New York,NY,10107,"250 W 57th St., Ste 420, New York, NY 10107",Gold,2024-01-08 00:00:00,LEED v4 ID+C: CI,4658.0,Office: Mixed-Use,Saint Laurent
1166 Avenue of the Americas,1166 6th Ave,New York,NY,10036,"1166 6th Ave, New York, NY 10036",Gold,2024-08-20 00:00:00,LEED v4.1 O+M: EB,1556174.0,Office: Mixed-Use,CBRE Global Investors
218 W 18th St,218 West 18th Street,New York,NY,10011,"218 West 18th Street, New York, NY 10011",Gold,2024-02-23 00:00:00,LEED v4.1 O+M: EB,142590.0,Office: Mixed-Use,Meadow Partners
14 Penn Plaza,225 West 34th Street,New York,NY,10122,"225 West 34th Street, New York, NY 10122",Gold,2024-02-22 00:00:00,LEED v4.1 O+M: EB,548030.0,Office: Mixed-Use,"Circle Group Realty, LLC"
NYP Cancer Center,635 W 165th St,New York,NY,10032,"635 W 165th St, New York, NY 10032",,,LEED v4 BD+C: HC,504000.0,Healthcare: Clinic/Other Outpatient,New York Presbyterian Hospital
Northern Trust New York,390 Park Avenue,New York,NY,10022,"390 Park Avenue, New York, NY 10022",Gold,2024-08-20 00:00:00,LEED v4 ID+C: CI,35046.0,Office: Administrative/Professional,Northern Trust
McCann Worldgroup Marketing,622 Third Avenue,New York,NY,10017,"622 Third Avenue, New York, NY 10017",Certified,2024-04-15 00:00:00,LEED v4 ID+C: CI,36000.0,Office: Other Office,McCann Worldgroup Marketing
575 Madison Avenue,575 Madison Avenue,New York,NY,10022,"575 Madison Avenue, New York, NY 10022",Gold,2024-03-12 00:00:00,LEED v4.1 O+M: EB,401837.0,Office: Mixed-Use,"575 Associates, LLC"
Solar Two Environmental Education Center,800 FDR Drive Service Road East,New York,NY,10010,"800 FDR Drive Service Road East, New York, NY 10010",,,LEED v4 BD+C: NC,6600.0,Core Learning Space: Other classroom education,Economic Development Corporation
Chanel - 15E,15 E 57th St,New York,NY,10022,"15 E 57th St, New York, NY 10022",,,TRUE,0.0,Facility,
"Clayton, Dubilier & Rice",550 Madison Avenue,New York,NY,10022,"550 Madison Avenue, New York, NY 10022",,,LEED v4 ID+C: CI,135275.0,Office: Administrative/Professional,Clayton Dubilier & Rice
BAC - One Bryant Park - 29th Flr,1111 Avenue of the Americas,New York,NY,10036,"1111 Avenue of the Americas, New York, NY 10036",,,LEED v4 ID+C: CI,35600.0,Office: Financial,Bank of America
Apple-5th Ave,767 5th Avenue,New York,NY,10153,"767 5th Avenue, New York, NY 10153",,,TRUE,0.0,Facility,
Fiserv - 1 Broadway,1 Broadway,New York,NY,10001,"1 Broadway, New York, NY 10001",Gold,2024-02-25 00:00:00,LEED v4.1 O+M: Interiors,80000.0,Office: Financial,Fiserv
ECP - 1 World Trade Center,"One World Trade Center, Fulton St",New York,NY,10007,"One World Trade Center, Fulton St, New York, NY 10007",Silver,2025-02-14 00:00:00,LEED v4 ID+C: CI,16967.0,Office: Financial,Energy Capital Partners
437 Madison Ave,437 Madison Ave,New York,NY,10022,"437 Madison Ave, New York, NY 10022",Certified,2024-04-11 00:00:00,LEED v4.1 O+M: EB,834303.0,Office: Mixed-Use,Sage Realty
767 Third Avenue,767 Third Avenue,New York,NY,10017,"767 Third Avenue, New York, NY 10017",Certified,2024-04-11 00:00:00,LEED v4.1 O+M: EB,281892.0,Office: Mixed-Use,Sage Realty
77 Water Street,77 Water Street,New York,NY,10005,"77 Water Street, New York, NY 10005",Silver,2024-03-07 00:00:00,LEED v4.1 O+M: EB,546907.0,Office: Mixed-Use,Sage Realty
747 Third Avenue,747 Third Ave,New York,NY,10019,"747 Third Ave, New York, NY 10019",Gold,2024-04-23 00:00:00,LEED v4.1 O+M: EB,417356.0,Office: Mixed-Use,Sage Realty
777 Third Ave,777 Third Ave,New York,NY,10019,"777 Third Ave, New York, NY 10019",Gold,2024-02-28 00:00:00,LEED v4.1 O+M: EB,566166.0,Office: Mixed-Use,Sage Realty
2 Gansevoort St,2 Gansevoort St,New York,NY,10014,"2 Gansevoort St, New York, NY 10014",Silver,2024-05-09 00:00:00,LEED v4.1 O+M: EB,181658.0,Office: Mixed-Use,Sage Realty
Marshall Wace 66 Hudson,66 Hudson Boulevard E,New York,NY,10001,"66 Hudson Boulevard E, New York, NY 10001",,,LEED v4 ID+C: CI,57000.0,Office: Financial,Marshall Wace
110 East 59th Street,110 East 59th Street,New York,NY,10022,"110 East 59th Street, New York, NY 10022",Gold,2024-04-01 00:00:00,LEED v4.1 O+M: EB,494521.0,Office: Administrative/Professional,"JACK RESNICK & SONS, INC."
Dentsu NYC 14th Floor,150 East 42nd Street,New York,NY,10017,"150 East 42nd Street, New York, NY 10017",,,LEED v4 ID+C: CI,38000.0,Office: Administrative/Professional,dentsu
Bank of America - One Bryant Park FL47,One Bryant Park,New York,NY,10036,"One Bryant Park, New York, NY 10036",Gold,2025-05-19 00:00:00,LEED v4 ID+C: CI,20648.0,Office: Financial,Bank of America
The Maranamay - Columbia Student Housing,611 W 112th St.,New York,NY,10025,"611 W 112th St., New York, NY 10025",,,LEED v4 BD+C: NC,43770.0,Lodging: Dormitory,Columbia University
Bellevue Hospital Outposted Therapeutic,462 First Ave,New York,NY,10016,"462 First Ave, New York, NY 10016",,,LEED v4 ID+C: CI,64500.0,Healthcare: Clinic/Other Outpatient,New York City Health + Hospitals
1585 Broadway- 29th Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
1585 Broadway- 30th Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
1585 Broadway- 31st Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
1585 Broadway- 32nd Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
1585 Broadway- 33rd Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
1586 Broadway- 37th Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
Citibank Moynihan Train Hall,383 W 31st Street,New York,NY,10001,"383 W 31st Street, New York, NY 10001",,,LEED v4 ID+C: Retail,2500.0,Retail: Bank Branch,CBRE
Citibank Broadway & 96th,2555 Broadway,New York,NY,10025,"2555 Broadway, New York, NY 10025",,,LEED v4 ID+C: Retail,5250.0,Retail: Bank Branch,CBRE
Atelier Beaute Chanel,120.5 Wooster St.,new york,NY,10012,"120.5 Wooster St., new york, NY 10012",,,TRUE,0.0,Facility,
McCourt,10 Hudson Yards,New York,NY,10001,"10 Hudson Yards, New York, NY 10001",Gold,2024-11-04 00:00:00,LEED v4 ID+C: CI,10037.0,Office: Administrative/Professional,McCourt
CVC Advisors Inc/CVC Credit Partners,767 5th Ave,New York,NY,10153,"767 5th Ave, New York, NY 10153",,,LEED v4 ID+C: CI,52845.0,Office: Administrative/Professional,CVC
1585 Broadway- 2nd Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
1585 Broadway- 4th Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
1585 Broadway- 5th Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
1585 Broadway- 9th Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
1585 Broadway- 27th Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
22 Vanderbilt,335 Madison Avenue,New York,NY,10017,"335 Madison Avenue, New York, NY 10017",Gold,2024-09-17 00:00:00,LEED v4.1 O+M: EB,983943.0,Office: Administrative/Professional,"NV5, Inc."
919 Third Avenue Phase 5,919 Third Avenue,New York,NY,10022,"919 Third Avenue, New York, NY 10022",,,LEED v4 ID+C: CI,135600.0,Office: Financial,Bloomberg LP
40 West 25th Street,40 West 25th Street,New York,NY,10010,"40 West 25th Street, New York, NY 10010",Gold,2024-10-30 00:00:00,LEED v4.1 O+M: EB,136226.0,Office: Administrative/Professional,Kaufman Organization
Franklin Templeton One Madison Avenue,One Madison Avenue,New York,NY,10010,"One Madison Avenue, New York, NY 10010",,,LEED v4 ID+C: CI,277712.0,Office: Administrative/Professional,Franklin Templeton Investments
2 World Trade Center,200 Greenwich Street,New York,NY,10007,"200 Greenwich Street, New York, NY 10007",,,LEED v4 BD+C: CS,3000000.0,Office: Mixed-Use,"Silverstein Properties, Inc."
BBVA New York - 2 Manhattan West,389 9th Ave,New York,NY,10001,"389 9th Ave, New York, NY 10001",Gold,2025-05-16 00:00:00,LEED v4 ID+C: CI,44802.0,Office: Financial,BBVA
30 West 57th Street,30 West 57th Street,New York,NY,10019,"30 West 57th Street, New York, NY 10019",,,LEED v4.1 O+M: EB,33962.0,Office: Mixed-Use,LeFrak
395 Hudson Street New York LLC,395 Hudson Street,New York,NY,10014,"395 Hudson Street, New York, NY 10014",Gold,2024-08-09 00:00:00,LEED v4.1 O+M: EB,723854.0,Office: Mixed-Use,"395 Hudson New York, LLC c/o American Re"
875 Third Avenue,875 Third Avenue,New York,NY,10022,"875 Third Avenue, New York, NY 10022",Gold,2024-10-28 00:00:00,LEED v4.1 O+M: EB,634175.0,Office: Mixed-Use,Global Holdings Management Group (US) In
Bank of America 2 Bryant Park,1100 6th Avenue,New York,NY,10036,"1100 6th Avenue, New York, NY 10036",,,LEED v4 ID+C: CI,7950.0,Retail: Bank Branch,Bank of America
518 West 111th Street,518 W 111th Street,New York,NY,10025,"518 W 111th Street, New York, NY 10025",,,LEED v4 BD+C: NC,43000.0,Multi-Family Residential: Apartment,Columbia University
Capital Group NYO-31,399 Park Avenue,New York,NY,10022,"399 Park Avenue, New York, NY 10022",Gold,2025-06-08 00:00:00,LEED v4 ID+C: CI,18000.0,Office: Financial,Capital Group
745 7th Ave,745 7th Ave,New York,NY,10020,"745 7th Ave, New York, NY 10020",,,LEED v4 BD+C: NC,750000.0,Office: Mixed-Use,Barclays
"1334 York Ave, Floors 7-9",1334 York Ave,New York,NY,10021,"1334 York Ave, New York, NY 10021",,,LEED v4 ID+C: CI,120000.0,Laboratory,Weill Cornell Medical College
1585 Broadway- 11th Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
1585 Broadway- 12th Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
1585 Broadway- 20th Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
1585 Broadway- 23rd Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
Church of the Holy Apostles Soup Kitchen,296 Ninth Avenue,New York,NY,10001-5703,"296 Ninth Avenue, New York, NY 10001-5703",,,LEED v4 ID+C: CI,6694.0,Public Assembly: Social/Meeting,Church of the Holy Apostles
Capital One NYC,114 5th Avenue,New York,NY,10011,"114 5th Avenue, New York, NY 10011",,,LEED v4 ID+C: CI,60000.0,Office: Administrative/Professional,Capital One
1585- Lobby,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,24814.0,Office: Administrative/Professional, 
MSKCC Pavilion,1233 York Ave,New York,NY,10065,"1233 York Ave, New York, NY 10065",,,LEED v4 BD+C: HC,880000.0,Healthcare: Inpatient,Memorial Sloan-Kettering Cancer Center
The Joyce Theater,287 East 10th Street,New York,NY,10009,"287 East 10th Street, New York, NY 10009",,,LEED v4 BD+C: NC,58000.0,Public Assembly: Entertainment,The Joyce Theater
NY-2 MW-PGIM,389 9th Ave (2 Manhattan West),New York,NY,10001,"389 9th Ave (2 Manhattan West), New York, NY 10001",,,LEED v4 ID+C: CI,22225.0,Office: Administrative/Professional,PGIM Real Estate
Wells Fargo 20HY,20 Hudson Yards,New York,NY,10001,"20 Hudson Yards, New York, NY 10001",,,LEED v4 ID+C: CI,315552.0,Office: Financial,"Wells Fargo Bank, N.A."
New York Marriott Downtown,85 West Street at Albany Street,New York,NY,10006,"85 West Street at Albany Street, New York, NY 10006",,,LEED v4 ID+C: HP,374505.0,"Lodging: Hotel/Motel/Resort, Full Service","Host Hotels & Resorts, Inc."
Electric Owl New York,"1 Broadway, Hastings-On-Hudson",new york,NY,10706,"1 Broadway, Hastings-On-Hudson, new york, NY 10706",,,LEED v4 BD+C: CS,177240.0,Other,Capstone South Properties
New York Penn Station Reconstruction,397 Seventh Avenue,New York,NY,10001,"397 Seventh Avenue, New York, NY 10001",,,LEED v4 BD+C: Transit,689555.0,Transit: Station,Amtrak
1585 Broadway - 10th Floor,1585 Broadway,New York,NY,10019,"1585 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,2500.0,Office: Administrative/Professional, 
1586 Broadway - 16th Floor,1586 Broadway,New York,NY,10019,"1586 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,2500.0,Office: Administrative/Professional, 
1587 Broadway - 18th Floor,1587 Broadway,New York,NY,10019,"1587 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,2500.0,Office: Administrative/Professional, 
1588 Broadway - 19th Floor,1588 Broadway,New York,NY,10019,"1588 Broadway, New York, NY 10019",,,LEED v4 ID+C: CI,2500.0,Office: Administrative/Professional, 
Circle - 1WTC,"285 Fulton St, New York, NY 10007",New York,NY,10007,"285 Fulton St, New York, NY 10007, New York, NY 10007",Gold,2025-07-01 00:00:00,LEED v4 ID+C: CI,20892.0,Office: Financial,Circle
