report_year,property_id,property_name,parent_property_id,parent_property_name,year_ending,nyc_borough_block_and_lot,nyc_building_identification,address_1,city,postal_code,primary_property_type_self,primary_property_type,national_median_reference,list_of_all_property_use,largest_property_use_type,largest_property_use_type_1,_2nd_largest_property_use,_2nd_largest_property_use_1,_3rd_largest_property_use,_3rd_largest_property_use_1,year_built,construction_status,number_of_buildings,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,national_median_energy_star,target_energy_star_score,reason_s_for_no_score,energy_star_certification,energy_star_certification_1,site_eui_kbtu_ft,weather_normalized_site_eui,national_median_site_eui,site_energy_use_kbtu,weather_normalized_site_energy,electricity_weather_normalized,electricity_weather_normalized_1,natural_gas_weather_normalized,natural_gas_weather_normalized_1,source_eui_kbtu_ft,weather_normalized_source,national_median_source_eui,source_energy_use_kbtu,weather_normalized_source_1,fuel_oil_1_use_kbtu,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,propane_use_kbtu,kerosene_use_kbtu,district_steam_use_kbtu,district_hot_water_use_kbtu,district_chilled_water_use,natural_gas_use_kbtu,electricity_use_grid_purchase,electricity_use_grid_purchase_1,electricity_use_grid_purchase_2,electricity_use_grid_purchase_3,electricity_use_generated,electricity_use_generated_1,electricity_use_generated_2,electricity_use_generated_3,annual_maximum_demand_kw,annual_maximum_demand_mm,annual_maximum_demand_meter,green_power_onsite_kwh,green_power_offsite_kwh,green_power_onsite_and_offsite,total_location_based_ghg,total_location_based_ghg_1,direct_ghg_emissions_metric,direct_ghg_emissions_intensity,indirect_location_based_ghg,indirect_location_based_ghg_1,net_emissions_metric_tons,national_median_total_location,avoided_emissions_onsite,avoided_emissions_offsite,avoided_emissions_onsite_1,percent_of_electricity_that,percent_of_recs_retained,percent_of_total_electricity,leed_us_project_id,default_values,temporary_values,estimated_values_energy,estimated_values_water,alert_energy_meter_has_less,alert_energy_meter_has_gaps,alert_energy_meter_has,alert_energy_no_meters,alert_energy_meter_has_single,alert_property_has_no_uses,alert_water_meter_has_less,alert_data_center_issue_with,alert_gross_floor_area_is,estimated_data_flag,estimated_data_flag_natural,estimated_data_flag_district,estimated_data_flag_1,estimated_data_flag_fuel,estimated_data_flag_fuel_1,estimated_data_flag_fuel_2,estimated_data_flag_fuel_3,estimated_data_flag_diesel,estimated_data_flag_2,data_center_ups_output_meter,data_center_pdu_input_meter,data_center_pdu_output_meter,data_center_it_equipment,data_center_it_site_energy,data_center_it_source_energy,data_center_pue,data_center_national_median,data_center_gross_floor_area,data_center_ups_system,data_center_it_energy,data_center_energy_estimates,data_center_cooling_equipment,adult_education_gross_floor,ambulatory_surgical_center,automobile_dealership_gross,bank_branch_gross_floor_area,barracks_gross_floor_area,college_university_gross,convention_center_gross_floor,courthouse_gross_floor_area,distribution_center_gross,enclosed_mall_gross_floor,energy_power_station_gross,financial_office_gross_floor,financial_office_number_of,financial_office_weekly,financial_office_number_of_1,fitness_center_health_club,food_sales_gross_floor_area,food_service_gross_floor,hospital_general_medical,hospital_general_medical_1,hospital_general_medical_2,hospital_general_medical_3,hospital_general_medical_4,hospital_general_medical_5,hospital_general_medical_6,hospital_general_medical_7,hospital_general_medical_8,hospital_general_medical_9,hospital_general_medical_10,medical_office_gross_floor,medical_office_number_of,medical_office_number_of_1,medical_office_number_of_2,medical_office_percent_that,medical_office_percent_that_1,medical_office_weekly,outpatient_rehabilitation,urgent_care_clinic_other,hotel_gross_floor_area_ft,hotel_gym_fitness_center,k_12_school_gross_floor_area,pre_school_daycare_gross,laboratory_gross_floor_area,mailing_center_post_office,movie_theater_gross_floor,manufacturing_industrial,multifamily_housing_government,multifamily_housing_gross,multifamily_housing_number,multifamily_housing_number_1,multifamily_housing_number_2,multifamily_housing_number_3,multifamily_housing_number_4,multifamily_housing_percent,multifamily_housing_percent_1,multifamily_housing_total,multifamily_housing_total_1,multifamily_housing_number_5,multifamily_housing_number_6,multifamily_housing_number_7,multifamily_housing_resident,residence_hall_dormitory,refrigerated_warehouse_gross,non_refrigerated_warehouse,office_gross_floor_area_ft,office_number_of_computers,office_number_of_workers,office_percent_that_can_be,office_percent_that_can_be_1,office_weekly_operating_hours,office_worker_density_number,other_gross_floor_area_ft,museum_gross_floor_area_ft,performing_arts_gross_floor,parking_gross_floor_area,parking_open_parking_lot,parking_completely_enclosed,parking_partially_enclosed,restaurant_gross_floor_area,restaurant_weekly_operating,restaurant_worker_density,retail_store_gross_floor,retail_store_number_of_walk,retail_store_number_of_open,self_storage_facility_gross,senior_living_community_gross,senior_living_community_living,social_meeting_hall_gross,supermarket_grocery_gross,supermarket_grocery_number,supermarket_grocery_number_1,wholesale_club_supercenter,wholesale_club_supercenter_1,wastewater_treatment_plant,worship_facility_gross_floor,strip_mall_gross_floor_area,property_gfa_self_reported,property_gfa_calculated,property_gfa_calculated_1,property_gfa_calculated_2,property_notes,water_use_all_water_sources,indoor_water_use_all_water,outdoor_water_use_all_water,municipally_supplied_potable,municipally_supplied_potable_1,municipally_supplied_potable_2,municipally_supplied_potable_3,third_party_certification,third_party_certification_1,third_party_certification_2,last_modified_date_property,last_modified_date_electric,last_modified_date_gas_meters,last_modified_date_water,last_modified_date_property_1,last_modified_date_property_2,number_of_active_energy_meters,number_of_active_energy_meters_1,number_of_active_energy_meters_2,number_of_active_it_meters,report_generation_date,report_submission_date,borough,latitude,longitude,community_board,council_district,ct2020,nta2020,last_modified_date_non
2022,6414946,58-01 Grand Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2022-12-31T00:00:00.000,4026780001,4059918,58-01 Grand Avenue,Queens,11378,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,CBECS - Non-Refrigerated Warehouse,Non-Refrigerated Warehouse (51749.0),Non-Refrigerated Warehouse,51749,Not Available,Not Available,Not Available,Not Available,1930,Existing,1,50,Whole Property,Whole Property,96,50,Not Available,Not Available,Not Available,Not Available,10.1,10.6,43.4,520173,549073.9,20801,0.4,4781,0.1,13,13.5,55.9,670384.4,700730.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,449200,70973,20801,20801,70973,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,29.9,0.6,23.9,0.5,6,0.1,29.9,129,Not Available,0,0,0,Not Available,Not Available,Not Available,FALSE,false,No,No,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,51749,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,51749,51749,51749,Not Available,Not Available,9,9,Not Available,Not Available,9,9,Not Available,Not Available,Not Available,Not Available,2023-04-24T00:00:00.000,2023-04-24T00:00:00.000,2023-04-07T00:00:00.000,2023-03-10T00:00:00.000,2021-06-10T00:00:00.000,2021-06-10T00:00:00.000,3,3,0,0,2023-04-25T11:01:00.000,2023-04-25T11:02:00.000,QUEENS,40.719667,-73.911197,405,30,531,QN0501,
2022,9793770,1870 Pelham Parkway South,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2022-12-31T00:00:00.000,2042500026,2047795,1870 Pelham Parkway South,Bronx,10461,Multifamily Housing,Multifamily Housing,Fannie Mae Industry Survey - Multifamily,Multifamily Housing (52941.0),Multifamily Housing,52941,Not Available,Not Available,Not Available,Not Available,1960,Existing,1,75,Whole Property,Whole Property,61,50,Not Available,Not Available,Not Available,Not Available,58.5,58.5,63.1,3096670.2,3098143.2,466660,30.1,15059,28.4,115.7,114.1,124.9,6126701.5,6039477.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1453700,1642970.2,481527,481527,1642970.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,216.1,4.1,77.2,1.5,138.9,2.6,216.1,233.2,Not Available,0,0,0,Not Available,Not Available,Not Available,FALSE,false,No,No,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,52941,74,1.39778,Not Available,Not Available,0,100,100,57,1.07667,0,57,1.07667,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,52941,52941,52941,Not Available,Not Available,5965,5965,Not Available,Not Available,5965,5965,Not Available,Not Available,Not Available,Not Available,2023-03-10T00:00:00.000,2023-03-10T00:00:00.000,2023-03-10T00:00:00.000,2023-02-24T00:00:00.000,2022-03-28T00:00:00.000,2022-03-28T00:00:00.000,4,4,0,0,2023-03-11T14:00:00.000,2023-03-11T14:01:00.000,BRONX,40.855488,-73.830726,210,13,300,BX1003,
2022,10177418,Central Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2022-12-31T00:00:00.000,4157040040,4300145,2011 Mott Ave,Far Rockaway,11691,Mixed Use Property,Mixed Use Property,CBECS - Other,"Office (17598.0), Retail Store (17598.0)",Office,17598,Retail Store,17598,Not Available,Not Available,1941,Existing,1,50,Whole Property,Whole Property,Not Available,50,Not Available,More than 50% of the Gross Floor Area is not a single Property Type that is eligible for a 1-100 score (in your country).,Not Available,Not Available,63.8,64.1,41.8,2244816.6,2256449.1,408983.3,11.6,8610,0.2,136.4,136.7,89.3,4799096.9,4811311.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,849365.4,1395451.2,408983.3,408983.3,1395451,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,163.1,4.6,45.1,1.3,118,3.4,163.1,106.8,Not Available,0,0,0,Not Available,Not Available,Not Available,FALSE,false,No,No,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17598,0,0,0,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17598,2,12,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,35196,35196,35196,Not Available,The upstairs office portion is vacant. Downstairs retail storefronts are occupied.,484,484,Not Available,Not Available,484,484,Not Available,Not Available,Not Available,Not Available,2023-04-14T00:00:00.000,2023-04-06T00:00:00.000,2023-04-14T00:00:00.000,2023-02-24T00:00:00.000,2021-06-10T00:00:00.000,2021-06-10T00:00:00.000,12,12,0,0,2023-04-14T15:47:00.000,2023-04-14T15:47:00.000,QUEENS,40.60432,-73.753009,414,31,100803,QN1401,
2022,13511507,215 East 99th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2022-12-31T00:00:00.000,1016490009,1052383,215 East 99th Street,New York,10029,Multifamily Housing,Multifamily Housing,Fannie Mae Industry Survey - Multifamily,"Multifamily Housing (92898.0), Performing Arts (14336.0)",Multifamily Housing,92898,Performing Arts,14336,Not Available,Not Available,1898,Existing,1,100,Whole Property,Whole Property,64,50,Not Available,Not Available,Not Available,Not Available,68.2,69,75.4,7314028.3,7397823.5,625029,19.9,52652.2,49.1,107.4,107.2,118.7,11514204.5,11499763.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5122899.9,2191128.4,642182.9,642183,2191128.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,457.3,4.3,272.1,2.5,185.2,1.7,457.3,505.4,Not Available,0,0,0,Not Available,Not Available,Not Available,FALSE,false,No,No,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,92898,112,1.20562,0,4,0,100,100,90,0.9688,0,90,0.9688,No specific resident population,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14336,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,107234,107234,107234,Not Available,"DOF has updated the GFA from 94,148 to the new value which is 107,234",4314.9,4314.9,Not Available,Not Available,4314.9,4314.9,Not Available,Not Available,Not Available,Not Available,2023-03-03T00:00:00.000,2023-03-03T00:00:00.000,2023-03-03T00:00:00.000,2023-02-24T00:00:00.000,2022-04-07T00:00:00.000,2022-04-07T00:00:00.000,4,4,0,0,2023-03-12T15:54:00.000,2023-03-12T15:54:00.000,MANHATTAN,40.786963,-73.947537,111,8,164,MN1101,
2022,14009907,23-25 31 Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2022-12-31T00:00:00.000,4008350027,4017180,23-25 31 Street,Queens,11105,Medical Office,Medical Office,CBECS - Medical Office,"Office (3760.0), Medical Office (71431.0)",Medical Office,71431,Office,3760,Not Available,Not Available,1911,Existing,1,80,Whole Property,Whole Property,98,50,Not Available,Not Available,Not Available,Not Available,51.1,50.9,106,3838751.8,3827725.2,1078590.6,14.3,1321.4,0,140,139.1,290.5,10524612.7,10458759.2,Not Available,16560,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,111000,3711191.8,1087688,1087688,3711191.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,320.9,4.3,7.1,0.1,313.7,4.2,320.9,666,Not Available,0,0,0,Not Available,Not Available,Not Available,FALSE,false,Yes,No,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,No,Yes,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,71431,32,0,175,100,100,65,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3760,7,8,100,100,65,2.12766,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,75191,75191,75191,Not Available,No oil consumption for 2021,1299.4,1299.4,Not Available,Not Available,1299.4,1299.4,Not Available,Not Available,Not Available,Not Available,2023-03-15T00:00:00.000,2023-03-03T00:00:00.000,2023-03-03T00:00:00.000,2023-02-24T00:00:00.000,2022-04-21T00:00:00.000,2022-04-21T00:00:00.000,4,4,0,0,2023-04-28T14:22:00.000,2023-04-28T14:23:00.000,QUEENS,40.773768,-73.913573,401,22,115,QN0101,2023-03-15T00:00:00.000
2022,14377690,1680 Ocean Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2022-12-31T00:00:00.000,3067300001,3180535,1680 Ocean Ave,Brooklyn,11230,Multifamily Housing,Multifamily Housing,Fannie Mae Industry Survey - Multifamily,Multifamily Housing (68400.0),Multifamily Housing,68400,Not Available,Not Available,Not Available,Not Available,1935,Existing,1,80,Whole Property,Whole Property,61,50,Not Available,Not Available,Not Available,Not Available,86.3,87.3,93.2,5902717.6,5972838.5,198362.6,9.9,52960.3,77.4,108.6,109,117.3,7428309.4,7455903.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5199600,703117.6,206072,206072,703117.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,335.6,4.9,276.2,4,59.4,0.9,335.6,362.4,Not Available,0,0,0,Not Available,Not Available,Not Available,FALSE,false,No,No,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,68400,80,1.16959,0,4,0,100,100,67,0.97953,0,67,0.97953,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,68400,68400,68400,Not Available,Gas cooking meter excluded from metric tracking,2649,2649,Not Available,Not Available,2649,2649,Not Available,Not Available,Not Available,Not Available,2023-03-03T00:00:00.000,2023-03-03T00:00:00.000,2023-02-22T00:00:00.000,2023-02-27T00:00:00.000,2022-03-03T00:00:00.000,2022-03-03T00:00:00.000,5,5,0,0,2023-03-05T15:15:00.000,2023-03-05T15:15:00.000,BROOKLYN,40.62104,-73.955909,314,44,760,BK1403,
2022,14965065,33-70 Prince Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2022-12-31T00:00:00.000,4049467501,4308685,33-70 Prince Street,Queens,11354,Office,Office,CBECS - Office & Bank/Financial,Office (89902.0),Office,89902,Not Available,Not Available,Not Available,Not Available,1984,Existing,1,80,Whole Property,Whole Property,83,50,Not Available,Not Available,Not Available,Not Available,54.2,54,93,4876279.1,4856186.7,456942.2,17.3,32971,36.7,87.7,87.1,150.4,7883656.9,7827398.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3297099.7,1579179.3,462830.9,462831,1579179.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,308.6,3.4,175.1,1.9,133.5,1.5,308.6,529.4,Not Available,0,0,0,Not Available,Not Available,Not Available,FALSE,false,No,No,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,89902,15,25,100,100,77,0.27808,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,89902,89902,89902,Not Available,Not Available,3239.8,3239.8,Not Available,Not Available,3239.8,3239.8,Not Available,Not Available,Not Available,Not Available,2023-03-11T00:00:00.000,2023-03-06T00:00:00.000,2023-03-03T00:00:00.000,2023-03-08T00:00:00.000,2022-03-22T00:00:00.000,2022-03-22T00:00:00.000,5,5,0,0,2023-03-14T13:28:00.000,2023-03-14T13:29:00.000,QUEENS,40.764243,-73.833365,407,20,869,QN0707,
2022,15104433,Lamor Associates - 2005 Pitkin Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,2022-12-31T00:00:00.000,3037180001,3824110 ; 3804090 ; 3804084 ; 3816285 ; 3816278,2021 Pitkin Avenue,Brooklyn,11207,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,CBECS - Non-Refrigerated Warehouse,Non-Refrigerated Warehouse (63240.0),Non-Refrigerated Warehouse,63240,Not Available,Not Available,Not Available,Not Available,1986,Existing,1,100,Whole Property,Whole Property,58,50,Not Available,Not Available,Not Available,Not Available,31,31.9,36,1959777,2015563.4,251383.7,4,11499.6,0.2,56.4,57.2,65.4,3563950.6,3617354,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1099100,860677,252250,252250,860677,0,0,782521.2,782521.2,Not Available,Not Available,Not Available,0,0,0,131.1,2.1,58.4,0.9,72.8,1.2,131.1,152.3,0,0,0,0,0,0,Not Available,FALSE,false,No,No,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,Ok,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,63240,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,63240,63240,63240,Not Available,Not Available,101.3,101.3,Not Available,Not Available,101.3,101.3,Not Available,Not Available,Not Available,Not Available,2023-05-08T00:00:00.000,2023-05-08T00:00:00.000,2023-04-07T00:00:00.000,2023-02-24T00:00:00.000,2022-03-22T00:00:00.000,2022-03-22T00:00:00.000,5,5,0,0,2023-05-09T11:47:00.000,2023-05-09T11:47:00.000,BROOKLYN,40.671579,-73.89806,305,37,1144,BK0502,
